date,woman,man,docid
1576-02-16,False,False,100894564408061092
1576-01-27,True,False,100894564408061092
1576-01-28,False,True,100894564408061092
1576-01-28,True,True,100894564408061092
1576-01-30,False,True,1444851855302974966
1576-02-09,False,True,1444851855302974966
1576-02-05,True,True,1444851855302974966
1576-01-09,False,False,1444851855302974966
1576-02-09,False,True,1444851855302974966
1576-02-09,False,False,1444851855302974966
1576-02-09,True,True,1444851855302974966
1576-02-09,True,True,1444851855302974966
1576-02-09,True,True,1444851855302974966
1576-02-23,False,True,978395014708618150
1576-02-23,False,True,978395014708618150
1576-02-23,False,True,978395014708618150
1576-02-23,False,True,978395014708618150
1576-02-23,True,True,978395014708618150
1576-02-23,True,True,978395014708618150
1576-02-23,True,True,978395014708618150
1576-02-23,False,True,978395014708618150
1576-04-08,True,True,-2265831683965320160
1576-04-08,False,True,-2265831683965320160
1576-04-08,False,True,-2265831683965320160
1576-03-04,False,True,-2265831683965320160
1576-03-22,False,True,-2168030538221382600
1576-03-22,True,True,-2168030538221382600
1576-03-05,False,True,-2168030538221382600
1576-03-22,True,True,-2168030538221382600
1576-03-22,True,True,-2168030538221382600
1576-03-22,False,True,-2168030538221382600
1576-03-22,False,False,-2168030538221382600
1576-03-22,False,False,-2168030538221382600
1576-03-22,True,True,-2168030538221382600
1576-03-22,False,True,-2168030538221382600
1576-03-22,False,False,-2168030538221382600
1588-09-03,True,True,928287436720233104
1561-07-20,False,True,-1713877440097589775
1561-07-11,False,True,-1894575815777295786
1561-07-11,False,True,-1894575815777295786
1561-07-11,False,True,-1894575815777295786
1561-07-03,False,True,-119777897526138928
1561-07-03,False,True,-119777897526138928
1561-07-03,False,True,-119777897526138928
1561-06-17,False,True,-119777897526138928
1561-07-05,False,False,-119777897526138928
1561-07-06,False,True,-119777897526138928
1561-10-29,False,True,-350395015286478298
1561-11-12,False,True,625819763087757702
1561-11-12,False,True,625819763087757702
1574-05-06,False,True,-705602660967357743
1574-04-30,False,True,-705602660967357743
1574-05-13,False,True,-705602660967357743
1574-04-30,False,True,-705602660967357743
1574-05-19,False,True,2108846708167145796
1574-05-18,False,True,2108846708167145796
1600-08-20,False,True,449818043780592175
1600-08-05,False,True,449818043780592175
1600-08-20,True,True,449818043780592175
1600-08-20,False,True,449818043780592175
1603-05-02,False,True,-2061893435637683983
1603-05-02,False,True,-2061893435637683983
1603-05-02,False,True,-2061893435637683983
1603-05-04,True,True,-2061893435637683983
1603-07-18,False,True,1019756067570028454
1603-07-18,False,True,1019756067570028454
1603-07-18,False,True,1019756067570028454
1603-08-02,False,True,1019756067570028454
1603-08-02,False,True,1019756067570028454
1603-08-02,False,False,1019756067570028454
1603-08-02,False,True,1019756067570028454
1603-08-02,False,True,1019756067570028454
1603-07-19,True,True,1019756067570028454
1603-08-02,False,True,1019756067570028454
1603-09-12,False,False,187454224546772050
1603-09-12,False,False,187454224546772050
1603-09-02,False,True,187454224546772050
1603-09-12,False,False,187454224546772050
1574-09-15,False,True,39754665860239071
1574-07-15,False,False,39754665860239071
1574-09-15,False,True,39754665860239071
1574-09-15,False,True,39754665860239071
1574-07-02,False,True,39754665860239071
1575-01-06,False,True,1958139932761225386
1575-01-08,True,True,1958139932761225386
1575-01-12,False,True,1958139932761225386
1575-01-12,False,True,1958139932761225386
1575-06-13,False,True,2199447678454694668
1576-01-26,False,True,445975678287389590
1576-01-26,False,True,445975678287389590
1576-01-26,False,True,445975678287389590
1576-01-26,False,True,445975678287389590
1575-12-21,False,False,445975678287389590
1576-01-26,False,True,445975678287389590
1576-01-26,False,True,445975678287389590
1600-03-08,False,False,-1265513338387559623
1600-03-08,False,True,-1265513338387559623
1600-05-06,False,True,-2236880110001834670
1600-05-06,False,True,-2236880110001834670
1600-05-06,False,True,-2236880110001834670
1600-05-06,False,True,-2236880110001834670
1600-06-01,False,True,-43509778368755574
1603-02-27,False,False,-536748388167225712
1603-02-27,False,True,-536748388167225712
1603-02-27,False,True,-536748388167225712
1603-03-28,False,True,1129228971086740625
1603-03-28,False,True,1129228971086740625
1603-03-25,False,True,1129228971086740625
1603-05-09,False,True,472292340072393766
1603-05-11,False,True,472292340072393766
1603-05-22,False,True,1562865806114812535
1603-05-24,False,True,1562865806114812535
1603-09-13,False,False,150834078598381193
1603-09-02,False,True,150834078598381193
1603-09-11,False,True,150834078598381193
1575-03-04,False,True,-212500941147274666
1575-03-04,False,True,-212500941147274666
1575-03-02,False,True,-212500941147274666
1575-03-04,False,True,-212500941147274666
1575-03-19,False,True,55574985962983244
1575-03-19,False,True,55574985962983244
1575-03-19,False,True,55574985962983244
1575-03-19,True,True,55574985962983244
1575-03-19,False,True,55574985962983244
1575-03-17,True,True,55574985962983244
1575-03-19,False,True,55574985962983244
1575-02-21,True,True,55574985962983244
1575-03-25,False,True,-1409272532959540213
1575-04-07,False,True,1810480415817325545
1575-04-15,False,True,1810480415817325545
1575-04-14,True,True,1810480415817325545
1575-04-15,True,True,1810480415817325545
1575-05-21,True,True,-2185018234553195784
1575-05-16,False,True,-2185018234553195784
1575-05-19,False,True,-2185018234553195784
1575-05-20,False,True,-2185018234553195784
1575-05-21,False,True,-2185018234553195784
1575-05-20,False,True,-2185018234553195784
1575-05-21,True,True,-2185018234553195784
1575-05-21,False,True,-2185018234553195784
1575-05-21,False,True,-2185018234553195784
1575-05-21,False,True,-2185018234553195784
1575-05-21,True,True,-2185018234553195784
1575-04-13,False,True,-2185018234553195784
1575-06-16,True,True,-2023501225590308592
1575-06-17,False,True,-2023501225590308592
1575-06-18,False,True,-738372733926214331
1575-06-12,True,True,-738372733926214331
1575-06-18,False,True,-738372733926214331
1575-06-18,False,True,-738372733926214331
1575-06-18,False,True,-738372733926214331
1575-06-18,False,True,-738372733926214331
1575-06-18,False,True,-738372733926214331
1575-06-18,False,True,-738372733926214331
1575-06-18,False,True,-738372733926214331
1575-06-18,False,True,-738372733926214331
1575-07-01,False,True,2184038554166211843
1575-07-01,False,True,2184038554166211843
1575-07-01,False,True,2184038554166211843
1575-07-02,False,True,408547646031116171
1575-07-04,False,True,408547646031116171
1575-07-08,False,True,408547646031116171
1575-07-08,False,True,408547646031116171
1575-07-15,False,True,-234890170941797124
1575-07-15,False,True,-234890170941797124
1575-07-15,False,True,-234890170941797124
1575-09-03,True,True,-2098743802817888549
1575-09-16,False,True,1788951777581717205
1575-09-16,False,True,1788951777581717205
1575-10-25,True,True,-1624216948580296161
1575-10-19,False,True,-1624216948580296161
1575-10-25,False,True,-1624216948580296161
1575-10-25,False,True,-1624216948580296161
1575-10-25,False,True,-1624216948580296161
1575-10-25,False,True,-1624216948580296161
1575-11-03,False,True,-2250743437539381496
1575-11-04,False,True,-2250743437539381496
1575-11-04,False,True,-2250743437539381496
1575-11-04,False,True,-2250743437539381496
1575-11-04,False,True,-2250743437539381496
1575-11-04,False,True,-2250743437539381496
1575-11-01,False,True,-2250743437539381496
1575-11-11,False,True,114029054022037861
1575-11-11,False,True,114029054022037861
1575-11-11,False,True,114029054022037861
1575-11-11,False,True,114029054022037861
1575-11-11,False,True,114029054022037861
1575-11-11,False,True,114029054022037861
1575-11-11,False,True,114029054022037861
1575-11-11,False,True,114029054022037861
1575-11-25,False,True,520584713377682047
1575-11-22,False,True,520584713377682047
1575-11-25,False,True,520584713377682047
1575-11-21,False,True,1979139468526988692
1575-11-19,True,True,1979139468526988692
1575-11-25,False,True,1979139468526988692
1575-11-25,False,True,1979139468526988692
1575-11-25,False,True,1979139468526988692
1575-11-25,False,True,1979139468526988692
1575-11-25,True,True,1979139468526988692
1575-12-04,False,True,245613575013328496
1575-12-05,False,True,245613575013328496
1575-12-09,False,True,245613575013328496
1575-12-09,False,True,245613575013328496
1575-12-09,False,True,245613575013328496
1575-12-05,False,True,245613575013328496
1575-12-09,False,True,245613575013328496
1575-12-09,False,True,245613575013328496
1575-12-09,True,True,245613575013328496
1575-12-08,False,True,245613575013328496
1575-12-10,True,True,1364407759055755357
1575-12-10,False,True,1364407759055755357
1575-12-10,True,True,1364407759055755357
1575-12-05,False,True,1364407759055755357
1575-12-10,False,True,1364407759055755357
1575-12-10,False,False,1364407759055755357
1575-11-10,False,True,1364407759055755357
1575-12-10,True,True,1364407759055755357
1575-12-10,False,True,1364407759055755357
1575-12-14,True,True,-1582057328248584319
1575-12-16,False,True,-1582057328248584319
1575-12-16,True,True,-1582057328248584319
1575-12-16,False,True,-1582057328248584319
1575-12-16,True,True,-1582057328248584319
1575-12-16,False,True,-1582057328248584319
1575-12-15,False,True,-1582057328248584319
1575-12-16,False,True,-1582057328248584319
1575-12-16,False,True,-1582057328248584319
1575-12-16,False,True,-1582057328248584319
1575-12-16,False,True,-1582057328248584319
1575-12-17,True,True,-371895434084558655
1575-12-17,False,True,-371895434084558655
1575-12-17,False,True,-371895434084558655
1575-12-17,True,True,-371895434084558655
1575-12-17,True,True,-371895434084558655
1575-12-17,False,True,-371895434084558655
1575-12-17,False,True,-371895434084558655
1575-12-17,False,True,-371895434084558655
1575-12-17,False,True,-371895434084558655
1575-12-19,False,True,-554103417433841276
1575-12-19,False,False,-554103417433841276
1575-12-19,False,True,-554103417433841276
1575-12-03,False,True,-554103417433841276
1575-12-19,False,True,-554103417433841276
1575-12-19,False,True,-554103417433841276
1575-12-19,False,True,-554103417433841276
1575-12-19,False,False,-554103417433841276
1575-11-28,True,True,-1182046581040763673
1575-11-28,False,True,-1182046581040763673
1575-11-28,True,True,-1182046581040763673
1575-12-23,False,True,-1182046581040763673
1575-12-23,False,False,-1182046581040763673
1575-12-19,True,True,-1182046581040763673
1575-12-23,False,True,-1182046581040763673
1575-12-23,False,True,-1182046581040763673
1575-12-22,False,True,-1182046581040763673
1575-12-23,False,True,-1182046581040763673
1575-12-23,False,True,-1182046581040763673
1575-12-23,False,True,-1182046581040763673
1575-12-21,False,True,1720114041604671509
1575-12-21,True,True,1720114041604671509
1575-12-24,False,True,1720114041604671509
1575-12-24,False,True,1720114041604671509
1575-12-24,False,True,1720114041604671509
1575-12-24,False,True,1720114041604671509
1575-12-24,False,True,618827168134655009
1575-12-30,False,True,618827168134655009
1575-12-30,False,True,618827168134655009
1575-12-30,False,True,618827168134655009
1575-12-26,False,True,618827168134655009
1575-12-30,False,True,618827168134655009
1575-12-30,False,True,618827168134655009
1576-01-20,True,True,881674046762317106
1576-01-20,True,True,881674046762317106
1576-01-15,True,True,881674046762317106
1576-01-17,True,True,881674046762317106
1576-01-20,False,True,881674046762317106
1575-12-19,False,True,881674046762317106
1576-01-20,False,True,881674046762317106
1576-01-20,False,True,881674046762317106
1576-01-23,False,True,762966865296126083
1576-01-28,True,True,762966865296126083
1576-01-28,False,True,762966865296126083
1576-01-28,False,True,762966865296126083
1576-01-28,False,True,762966865296126083
1575-12-12,True,True,762966865296126083
1576-02-03,True,True,-933335749012125429
1576-02-01,True,True,-933335749012125429
1576-02-03,True,True,-933335749012125429
1576-01-30,False,True,-933335749012125429
1576-02-02,False,True,-933335749012125429
1576-02-03,False,True,-933335749012125429
1576-02-03,False,True,-933335749012125429
1576-02-03,True,True,-933335749012125429
1576-02-03,False,True,-933335749012125429
1576-02-16,True,True,2183084504185114343
1576-02-17,False,True,2183084504185114343
1576-02-17,False,True,2183084504185114343
1576-02-17,False,True,2183084504185114343
1576-02-17,False,True,2183084504185114343
1576-02-17,False,True,2183084504185114343
1576-03-05,True,True,-1152656875924022827
1576-01-26,True,True,-1152656875924022827
1576-03-09,False,True,-1152656875924022827
1576-03-09,False,True,-1152656875924022827
1576-03-09,True,True,-1152656875924022827
1576-03-03,True,True,-1152656875924022827
1576-03-03,False,True,-1152656875924022827
1576-03-03,True,True,-1152656875924022827
1576-03-12,True,True,1163641347680514443
1576-03-12,False,True,1163641347680514443
1576-03-12,False,True,1163641347680514443
1576-03-17,True,True,1163641347680514443
1576-03-17,False,True,1163641347680514443
1576-03-17,True,True,1163641347680514443
1576-03-17,False,False,1163641347680514443
1576-03-26,False,True,-297158631567241769
1576-03-30,True,True,-297158631567241769
1576-03-30,False,True,-297158631567241769
1576-03-30,False,True,-297158631567241769
1576-03-24,False,True,-297158631567241769
1575-10-20,False,True,2056022160378467145
1575-10-22,True,True,2056022160378467145
1575-10-22,True,True,2056022160378467145
1575-10-22,True,True,2056022160378467145
1575-03-12,False,True,-177091451465959740
1575-03-06,False,True,-177091451465959740
1575-03-06,False,True,-177091451465959740
1575-03-12,False,True,-177091451465959740
1575-03-12,False,True,-177091451465959740
1575-03-12,False,True,-177091451465959740
1575-03-12,False,True,-177091451465959740
1575-02-24,False,True,-177091451465959740
1575-03-19,False,True,-1599142767493175466
1575-03-19,False,True,-1599142767493175466
1575-03-19,False,True,-1599142767493175466
1575-03-19,False,True,-1599142767493175466
1575-03-19,True,True,-1599142767493175466
1575-03-19,False,True,-1599142767493175466
1575-03-18,False,True,-1599142767493175466
1575-03-18,False,True,-1599142767493175466
1575-03-01,False,True,-61205227771103422
1575-03-01,False,True,-61205227771103422
1575-04-02,False,True,1792093098991884130
1575-03-31,False,True,1792093098991884130
1575-03-28,False,True,1792093098991884130
1575-04-02,False,True,1792093098991884130
1575-04-02,False,True,1792093098991884130
1575-04-02,True,True,1792093098991884130
1575-03-07,False,True,1792093098991884130
1575-03-22,False,True,1792093098991884130
1575-04-03,False,True,-1115636770217752551
1575-04-09,False,True,-1115636770217752551
1575-04-06,False,True,-1115636770217752551
1575-04-09,False,True,-1115636770217752551
1575-04-09,False,True,-1115636770217752551
1575-04-09,False,True,-1115636770217752551
1575-04-09,False,True,-1115636770217752551
1575-04-09,False,True,-1115636770217752551
1575-04-09,False,True,-1115636770217752551
1575-04-09,True,True,-1115636770217752551
1575-04-09,False,True,-1115636770217752551
1575-04-09,False,True,-1115636770217752551
1575-04-09,False,True,-1115636770217752551
1575-04-23,True,True,-213966738070520779
1575-04-23,True,True,-213966738070520779
1575-04-23,False,True,-213966738070520779
1575-04-23,False,True,-213966738070520779
1575-04-23,False,True,-213966738070520779
1575-04-23,False,True,-213966738070520779
1575-04-15,False,True,-213966738070520779
1575-04-23,False,True,-213966738070520779
1575-04-23,False,True,-213966738070520779
1575-04-18,False,True,-213966738070520779
1575-04-23,False,True,-213966738070520779
1575-04-23,False,True,-213966738070520779
1575-04-23,False,True,-213966738070520779
1575-04-17,True,True,-479654088624001478
1575-04-19,False,True,-479654088624001478
1575-04-22,False,True,-479654088624001478
1575-04-16,False,True,-479654088624001478
1575-05-07,False,True,246605967954402569
1575-05-07,False,True,246605967954402569
1575-05-07,False,True,246605967954402569
1575-05-07,False,True,246605967954402569
1575-05-01,False,True,246605967954402569
1575-05-07,False,True,246605967954402569
1575-05-07,False,True,246605967954402569
1575-05-04,False,True,246605967954402569
1575-05-07,False,True,246605967954402569
1575-05-07,False,True,246605967954402569
1575-05-10,False,False,-2225022219250024736
1575-05-25,True,True,-2225022219250024736
1575-05-25,False,True,-2225022219250024736
1575-05-25,False,True,-2225022219250024736
1575-05-25,False,True,-2225022219250024736
1575-05-25,False,True,-2225022219250024736
1575-05-25,True,True,-2225022219250024736
1575-05-25,False,True,-2225022219250024736
1575-05-25,False,True,-2225022219250024736
1575-05-25,False,False,-2225022219250024736
1575-05-25,False,True,-2225022219250024736
1575-06-04,False,False,2046516191151077015
1575-06-04,False,True,2046516191151077015
1575-06-04,False,True,2046516191151077015
1575-06-04,False,True,2046516191151077015
1575-06-04,False,True,2046516191151077015
1575-06-04,False,True,2046516191151077015
1575-06-02,False,True,2046516191151077015
1575-06-02,False,True,2046516191151077015
1575-06-04,False,True,2046516191151077015
1575-06-04,False,True,-1443177156980947599
1575-06-11,False,True,-1443177156980947599
1575-06-11,False,True,-1443177156980947599
1575-06-11,False,True,-1443177156980947599
1575-06-11,False,True,-1443177156980947599
1575-06-06,False,True,-1443177156980947599
1575-06-10,False,True,-1443177156980947599
1575-06-11,False,True,-1443177156980947599
1575-06-11,False,True,-1443177156980947599
1575-05-28,False,True,-1443177156980947599
1575-05-28,True,True,-1443177156980947599
1575-06-05,False,True,-1443177156980947599
1575-06-19,False,True,-1443177156980947599
1575-06-19,False,True,-1443177156980947599
1575-06-18,False,True,-1836102878615428337
1575-06-11,False,True,-1836102878615428337
1575-07-02,False,True,-739318305920540976
1575-07-02,False,True,-739318305920540976
1575-07-02,False,True,-739318305920540976
1575-07-02,False,True,-739318305920540976
1575-07-02,False,True,-739318305920540976
1575-06-28,False,True,-739318305920540976
1575-05-24,False,True,-739318305920540976
1575-07-02,False,True,-739318305920540976
1575-06-14,False,True,-739318305920540976
1575-06-14,False,True,-739318305920540976
1575-07-02,False,True,-1551575276955146193
1575-07-02,False,True,-1551575276955146193
1575-07-04,False,True,-1551575276955146193
1575-07-08,False,True,-1551575276955146193
1575-07-08,False,True,-1551575276955146193
1575-07-10,False,True,-1551575276955146193
1575-06-04,False,True,2218689919142026462
1575-06-04,False,True,2218689919142026462
1575-07-03,False,True,2218689919142026462
1575-07-03,False,True,2218689919142026462
1575-06-25,False,True,2218689919142026462
1575-06-18,False,True,2218689919142026462
1575-07-20,True,True,965307329278782938
1575-07-22,False,False,965307329278782938
1575-07-15,False,False,965307329278782938
1575-07-30,False,True,965307329278782938
1575-07-30,False,True,965307329278782938
1575-07-30,True,True,965307329278782938
1575-07-30,False,True,965307329278782938
1575-07-31,False,True,1017879439089385194
1575-08-06,False,True,1017879439089385194
1575-08-06,False,True,1017879439089385194
1575-08-06,False,True,1017879439089385194
1575-08-06,False,True,1017879439089385194
1575-08-06,False,True,1017879439089385194
1575-08-06,True,True,1017879439089385194
1575-08-06,False,True,1017879439089385194
1575-08-06,False,True,1017879439089385194
1575-08-06,False,True,1017879439089385194
1575-07-31,False,True,1017879439089385194
1575-07-30,False,True,1017879439089385194
1575-07-30,False,True,1017879439089385194
1575-08-05,False,True,2014657465899999279
1575-08-03,False,True,2014657465899999279
1575-08-04,False,True,2014657465899999279
1575-08-13,False,True,2014657465899999279
1575-08-13,False,True,2014657465899999279
1575-08-13,False,True,2014657465899999279
1575-08-13,False,False,2014657465899999279
1575-08-13,False,True,2014657465899999279
1575-08-13,False,True,2014657465899999279
1575-08-13,False,True,2014657465899999279
1575-08-20,False,True,-542564660233983179
1575-08-20,False,True,-542564660233983179
1575-08-20,True,True,-542564660233983179
1575-08-20,False,True,-542564660233983179
1575-08-20,False,True,-542564660233983179
1575-08-20,True,True,-542564660233983179
1575-08-20,False,True,-542564660233983179
1575-08-04,False,False,1581896416266315737
1575-09-03,False,True,1264781392471388768
1575-08-01,False,True,1264781392471388768
1575-08-22,False,True,1264781392471388768
1575-09-03,False,True,1264781392471388768
1575-09-03,False,True,1264781392471388768
1575-08-30,False,True,1264781392471388768
1575-09-03,False,True,1264781392471388768
1575-09-03,False,True,1264781392471388768
1575-09-03,False,True,1264781392471388768
1575-07-07,True,True,2045717639511261433
1575-08-23,False,True,2045717639511261433
1575-08-23,True,True,2045717639511261433
1575-08-23,False,True,2045717639511261433
1575-09-17,False,True,-1193234209820473312
1575-09-17,True,True,-1193234209820473312
1575-09-12,False,True,-1193234209820473312
1575-09-16,False,True,-1193234209820473312
1575-09-17,False,True,-1193234209820473312
1575-09-17,True,True,-1193234209820473312
1575-09-20,False,True,-1220951748919811738
1575-10-01,False,True,-1220951748919811738
1575-10-01,False,True,-1220951748919811738
1575-10-01,False,True,-1220951748919811738
1575-10-01,False,True,-1220951748919811738
1575-10-03,False,True,366075117699213179
1575-10-15,False,True,366075117699213179
1575-10-15,False,True,366075117699213179
1575-10-15,True,True,366075117699213179
1575-10-15,False,True,366075117699213179
1575-10-15,True,True,366075117699213179
1575-10-15,False,True,366075117699213179
1575-10-15,False,True,366075117699213179
1575-10-15,False,True,366075117699213179
1575-10-15,False,True,419516603036928704
1575-10-15,False,False,419516603036928704
1575-10-09,False,True,419516603036928704
1575-10-29,False,True,419516603036928704
1575-10-18,False,True,419516603036928704
1575-10-29,False,True,1602258624591036297
1575-10-29,False,True,1602258624591036297
1575-10-29,False,True,1602258624591036297
1575-10-22,False,True,1602258624591036297
1575-10-29,True,True,1602258624591036297
1575-09-26,False,True,275172397191719011
1575-09-26,True,True,275172397191719011
1575-10-07,False,True,275172397191719011
1575-10-11,False,True,-491789507576298731
1575-11-26,True,True,-491789507576298731
1575-11-26,True,True,-491789507576298731
1575-11-26,False,True,-491789507576298731
1575-11-26,False,True,-491789507576298731
1575-11-26,False,True,-491789507576298731
1575-11-26,False,False,-491789507576298731
1575-10-28,False,True,1301736148037504353
1575-10-29,False,True,1301736148037504353
1575-10-29,False,True,1301736148037504353
1575-10-29,False,True,1301736148037504353
1575-10-23,False,True,1301736148037504353
1575-10-23,False,True,1301736148037504353
1575-12-01,False,True,-1553421470332563560
1575-12-10,False,True,-1553421470332563560
1575-12-10,False,True,-1553421470332563560
1575-12-10,False,False,-1553421470332563560
1575-12-10,False,True,-1553421470332563560
1575-12-04,False,False,-1553421470332563560
1575-11-21,False,True,1841309024972254868
1575-11-26,True,True,1841309024972254868
1575-11-26,False,True,1841309024972254868
1575-11-26,False,True,1841309024972254868
1575-11-26,False,True,1841309024972254868
1575-11-26,True,True,1841309024972254868
1575-11-26,False,True,1841309024972254868
1575-11-26,True,True,1841309024972254868
1575-11-06,False,True,1841309024972254868
1575-11-14,False,False,1841309024972254868
1575-11-26,False,False,1841309024972254868
1575-11-09,False,True,1841309024972254868
1575-10-31,False,False,1841309024972254868
1575-11-02,False,True,2002376183034006657
1575-11-19,True,True,2002376183034006657
1575-11-26,False,True,2002376183034006657
1575-11-26,False,True,2002376183034006657
1575-11-26,False,True,2002376183034006657
1575-11-05,False,False,2002376183034006657
1575-11-03,False,True,2002376183034006657
1575-11-05,False,True,2002376183034006657
1575-11-05,False,True,2002376183034006657
1575-11-15,True,True,-614791542548802679
1575-11-15,False,True,-614791542548802679
